os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
55.2184,18.1099,66.7085,0,100,85,58,2034,8001,6.70807,79,14.3447,0.00260544,5.74883,4040,7795281802
55.837,17.9093,66.7085,0,100,85,58,2034,8001,6.70807,79,14.3447,0.00260544,5.74883,4040,7895392710
49.9345,20.0262,57.289,0,100,84,59,2064,8001,6.70807,79,14.5434,0.00260544,5.74883,4137,7996505701
65.575,15.2497,57.289,0,100,84,59,2064,8001,6.70807,79,14.5434,0.00260544,5.74883,4137,8096624920
58.5747,17.0722,57.289,0,100,84,59,2064,8001,6.70807,79,14.5434,0.00260544,5.74883,4137,8196728704
59.1465,16.9072,57.289,0,100,84,59,2064,8001,6.70807,79,14.5434,0.00260544,5.74883,4137,8296830113
51.7382,19.3281,57.289,0,100,84,59,2064,8001,6.70807,79,14.5434,0.00260544,5.74883,4137,8398209060
58.5706,17.0734,56.407,0,100,84,59,2015,8001,6.70807,79,14.548,0.00260544,5.74883,4254,8498302158
57.503,17.3904,56.407,0,100,84,59,2015,8001,6.70807,79,14.548,0.00260544,5.74883,4254,8598392882
62.9152,15.8944,56.407,0,100,84,59,2015,8001,6.70807,79,14.548,0.00260544,5.74883,4254,8698480044
57.1014,17.5127,56.407,0,100,84,59,2015,8001,6.70807,79,14.548,0.00260544,5.74883,4254,8798563644
59.9634,16.6768,56.407,0,100,84,59,2015,8001,6.70807,79,14.548,0.00260544,5.74883,4254,8898667428
57.2723,17.4605,55.894,0,100,83,59,2015,8001,6.70807,79,14.2885,0.00260544,5.74883,4346,8998764088
58.0859,17.2159,55.894,0,100,83,59,2015,8001,6.70807,79,14.2885,0.00260544,5.74883,4346,9098873809
54.2894,18.4198,55.894,0,100,83,59,2015,8001,6.70807,79,14.2885,0.00260544,5.74883,4346,9198989466
61.4778,16.266,55.894,0,100,83,59,2015,8001,6.70807,79,14.2885,0.00260544,5.74883,4346,9299096812
60.9837,16.3978,55.894,0,100,83,59,2015,8001,6.70807,79,14.2885,0.00260544,5.74883,4346,9399197034
60.2594,16.5949,55.894,0,100,83,59,2015,8001,6.70807,79,14.2885,0.00260544,5.74883,4346,9499296069
58.4487,17.109,50.2525,0,100,83,59,2049,8001,6.70807,79,14.2815,0.00260544,5.74883,4530,9599391542
61.5992,16.234,50.2525,0,100,83,59,2049,8001,6.70807,79,14.2815,0.00260544,5.74883,4530,9699495326
58.9519,16.963,50.2525,0,100,83,59,2049,8001,6.70807,79,14.2815,0.00260544,5.74883,4530,9799621669
62.1951,16.0784,50.2525,0,100,83,59,2049,8001,6.70807,79,14.2815,0.00260544,5.74883,4530,9899727828
58.6441,17.052,48.9144,0,100,85,59,2034,8001,6.70807,79,14.394,0.00260544,5.74883,4624,9999838736
63.5753,15.7294,48.9144,0,100,85,59,2034,8001,6.70807,79,14.394,0.00260544,5.74883,4624,10099931834
56.2472,17.7787,48.9144,0,100,85,59,2034,8001,6.70807,79,14.394,0.00260544,5.74883,4624,10200026120
61.9663,16.1378,48.9144,0,100,85,59,2034,8001,6.70807,79,14.394,0.00260544,5.74883,4624,10300126342
65.9912,15.1535,48.9144,0,100,85,59,2034,8001,6.70807,79,14.394,0.00260544,5.74883,4624,10400224190
54.3174,18.4103,45.0372,0,100,86,59,2048,8001,6.70807,79,14.3035,0.00260544,5.74883,4769,10500280482
52.9681,18.8793,45.0372,0,100,86,59,2048,8001,6.70807,79,14.3035,0.00260544,5.74883,4769,10600375955
61.3435,16.3017,45.0372,0,100,86,59,2048,8001,6.70807,79,14.3035,0.00260544,5.74883,4769,10700471428
55.6342,17.9746,45.0372,0,100,86,59,2048,8001,6.70807,79,14.3035,0.00260544,5.74883,4769,10800822171
62.3516,16.0381,45.0372,0,100,86,59,2048,8001,6.70807,79,14.3035,0.00260544,5.74883,4769,10900929517
68.0053,14.7047,45.0372,0,100,86,59,2048,8001,6.70807,79,14.3035,0.00260544,5.74883,4769,11001041612
76.3665,13.0948,56.407,0,100,92,59,2067,8001,6.70807,79,14.3162,0.00260544,5.74883,4677,11101207136
64.1516,15.5881,56.407,0,100,92,59,2067,8001,6.70807,79,14.3162,0.00260544,5.74883,4677,11202407987
68.7155,14.5528,56.407,0,100,92,59,2067,8001,6.70807,79,14.3162,0.00260544,5.74883,4677,11302517707
